,cat,file,text_sentence_count,text_word_count,summary_sentence_count,summary_word_count,model,rouge_1_p,rouge_1_r,rouge_2_p,rouge_2_r,rouge_L_p,rouge_L_r
0,tech,../dataset/NewsArticles/tech/289.txt,23,455,10,257,textrank,0.7583892617449665,0.8308823529411765,0.6378600823045267,0.7598039215686274,0.7583892617449665,0.8308823529411765
1,tech,../dataset/NewsArticles/tech/262.txt,10,223,7,148,textrank,0.5918367346938775,0.9830508474576272,0.5777777777777777,0.9629629629629629,0.5918367346938775,0.9830508474576272
2,tech,../dataset/NewsArticles/tech/276.txt,27,592,11,317,textrank,0.7405405405405405,0.85625,0.6587837837837838,0.7768924302788844,0.7297297297297297,0.84375
3,tech,../dataset/NewsArticles/tech/060.txt,15,278,6,140,textrank,0.5436893203883495,0.7368421052631579,0.4264705882352941,0.5858585858585859,0.5436893203883495,0.7368421052631579
4,tech,../dataset/NewsArticles/tech/074.txt,25,514,11,282,textrank,0.5644171779141104,0.7244094488188977,0.43700787401574803,0.5751295336787565,0.5460122699386503,0.7007874015748031
5,tech,../dataset/NewsArticles/tech/048.txt,15,381,6,166,textrank,0.8053097345132744,0.8584905660377359,0.7105263157894737,0.7397260273972602,0.7876106194690266,0.839622641509434
6,tech,../dataset/NewsArticles/tech/114.txt,21,471,9,214,textrank,0.5040650406504065,0.5391304347826087,0.2774869109947644,0.3045977011494253,0.4634146341463415,0.4956521739130435
7,tech,../dataset/NewsArticles/tech/100.txt,20,376,8,157,textrank,0.6388888888888888,0.6764705882352942,0.5540540540540541,0.5466666666666666,0.6296296296296297,0.6666666666666666
8,tech,../dataset/NewsArticles/tech/128.txt,15,259,6,121,textrank,0.735632183908046,0.8533333333333334,0.6379310344827587,0.7474747474747475,0.735632183908046,0.8533333333333334
9,tech,../dataset/NewsArticles/tech/316.txt,28,626,13,307,textrank,0.6391752577319587,0.8157894736842105,0.6013986013986014,0.7166666666666667,0.6391752577319587,0.8157894736842105
10,tech,../dataset/NewsArticles/tech/302.txt,17,404,7,173,textrank,0.7830188679245284,0.7830188679245284,0.7239263803680982,0.6941176470588235,0.7830188679245284,0.7830188679245284
11,tech,../dataset/NewsArticles/tech/303.txt,15,283,6,135,textrank,0.7555555555555555,0.8717948717948718,0.72,0.8108108108108109,0.7555555555555555,0.8717948717948718
12,tech,../dataset/NewsArticles/tech/317.txt,10,204,5,123,textrank,0.5542168674698795,0.8214285714285714,0.4188034188034188,0.6447368421052632,0.5060240963855421,0.75
13,tech,../dataset/NewsArticles/tech/129.txt,19,435,14,362,textrank,0.4784688995215311,0.8849557522123894,0.41515151515151516,0.7784090909090909,0.4784688995215311,0.8849557522123894
14,tech,../dataset/NewsArticles/tech/101.txt,17,360,7,159,textrank,0.6538461538461539,0.7472527472527473,0.5492957746478874,0.624,0.6442307692307693,0.7362637362637363
15,tech,../dataset/NewsArticles/tech/115.txt,18,405,8,196,textrank,0.546875,0.6140350877192983,0.48066298342541436,0.4943181818181818,0.53125,0.5964912280701754
16,tech,../dataset/NewsArticles/tech/049.txt,22,479,10,243,textrank,0.6928104575163399,0.7464788732394366,0.6212765957446809,0.6431718061674009,0.6928104575163399,0.7464788732394366
17,tech,../dataset/NewsArticles/tech/075.txt,15,283,6,135,textrank,0.7555555555555555,0.8717948717948718,0.72,0.8108108108108109,0.7555555555555555,0.8717948717948718
18,tech,../dataset/NewsArticles/tech/061.txt,19,418,8,206,textrank,0.8333333333333334,0.8677685950413223,0.7802197802197802,0.8114285714285714,0.8333333333333334,0.8677685950413223
19,tech,../dataset/NewsArticles/tech/277.txt,28,608,12,289,textrank,0.5989847715736041,0.6210526315789474,0.5181159420289855,0.5053003533568905,0.5989847715736041,0.6210526315789474
20,tech,../dataset/NewsArticles/tech/263.txt,19,442,8,239,textrank,0.5859872611464968,0.6764705882352942,0.4672489082969432,0.5376884422110553,0.554140127388535,0.6397058823529411
21,tech,../dataset/NewsArticles/tech/288.txt,36,821,15,384,textrank,0.6409090909090909,0.6844660194174758,0.5777126099706745,0.595166163141994,0.6409090909090909,0.6844660194174758
22,tech,../dataset/NewsArticles/tech/275.txt,25,517,10,244,textrank,0.46296296296296297,0.5859375,0.3244444444444444,0.3882978723404255,0.46296296296296297,0.5859375
23,tech,../dataset/NewsArticles/tech/261.txt,23,519,10,250,textrank,0.6129032258064516,0.7089552238805971,0.5063829787234042,0.5979899497487438,0.6064516129032258,0.7014925373134329
24,tech,../dataset/NewsArticles/tech/249.txt,14,333,6,161,textrank,0.6120689655172413,0.7717391304347826,0.47333333333333333,0.5725806451612904,0.603448275862069,0.7608695652173914
25,tech,../dataset/NewsArticles/tech/088.txt,26,518,11,247,textrank,0.6459627329192547,0.7819548872180451,0.6077586206896551,0.7193877551020408,0.6459627329192547,0.7819548872180451
26,tech,../dataset/NewsArticles/tech/077.txt,26,637,11,290,textrank,0.7222222222222222,0.7558139534883721,0.6102941176470589,0.6509803921568628,0.7111111111111111,0.7441860465116279
27,tech,../dataset/NewsArticles/tech/063.txt,18,470,8,235,textrank,0.5527950310559007,0.664179104477612,0.4473684210526316,0.5024630541871922,0.5403726708074534,0.6492537313432836
28,tech,../dataset/NewsArticles/tech/103.txt,31,581,15,355,textrank,0.6586538461538461,0.8838709677419355,0.5982142857142857,0.8104838709677419,0.6538461538461539,0.8774193548387097
29,tech,../dataset/NewsArticles/tech/117.txt,15,307,10,222,textrank,0.6176470588235294,0.8936170212765957,0.5326633165829145,0.8548387096774194,0.6176470588235294,0.8936170212765957
