,cat,file,text_sentence_count,text_word_count,summary_sentence_count,summary_word_count,model,rouge_1_p,rouge_1_r,rouge_2_p,rouge_2_r,rouge_L_p,rouge_L_r
336,tech,../dataset/NewsArticles/tech/043.txt,15,348,10,220,cbow,0.5797101449275363,0.9195402298850575,0.5215311004784688,0.8384615384615385,0.5797101449275363,0.9195402298850575
337,tech,../dataset/NewsArticles/tech/057.txt,12,233,6,118,cbow,0.7681159420289855,0.8548387096774194,0.6542056074766355,0.7954545454545454,0.7681159420289855,0.8548387096774194
338,tech,../dataset/NewsArticles/tech/080.txt,15,301,7,164,cbow,0.7090909090909091,0.75,0.5483870967741935,0.6439393939393939,0.7090909090909091,0.75
339,tech,../dataset/NewsArticles/tech/094.txt,45,922,20,418,cbow,0.8577586206896551,0.9476190476190476,0.8085106382978723,0.9047619047619048,0.8577586206896551,0.9476190476190476
340,tech,../dataset/NewsArticles/tech/269.txt,21,409,10,222,cbow,0.8382352941176471,0.8321167883211679,0.755,0.7823834196891192,0.8382352941176471,0.8321167883211679
341,tech,../dataset/NewsArticles/tech/241.txt,10,235,5,140,cbow,0.5978260869565217,0.8461538461538461,0.5267175572519084,0.7931034482758621,0.5978260869565217,0.8461538461538461
342,tech,../dataset/NewsArticles/tech/255.txt,15,333,8,196,cbow,0.8739495798319328,0.9904761904761905,0.8125,0.959731543624161,0.8739495798319328,0.9904761904761905
343,tech,../dataset/NewsArticles/tech/282.txt,28,578,14,319,cbow,0.6467661691542289,0.7831325301204819,0.5629370629370629,0.6909871244635193,0.6417910447761194,0.7771084337349398
344,tech,../dataset/NewsArticles/tech/296.txt,29,649,13,316,cbow,0.7035175879396985,0.8433734939759037,0.6109215017064846,0.7617021276595745,0.6984924623115578,0.8373493975903614
345,tech,../dataset/NewsArticles/tech/292.txt,20,407,9,177,cbow,0.7884615384615384,0.7387387387387387,0.6211180124223602,0.6329113924050633,0.7788461538461539,0.7297297297297297
346,tech,../dataset/NewsArticles/tech/286.txt,40,829,17,407,cbow,0.8166666666666667,0.8484848484848485,0.7214854111405835,0.7749287749287749,0.8125,0.8441558441558441
347,tech,../dataset/NewsArticles/tech/279.txt,17,404,8,199,cbow,0.7777777777777778,0.8584905660377359,0.75,0.8117647058823529,0.7777777777777778,0.8584905660377359
348,tech,../dataset/NewsArticles/tech/251.txt,20,460,9,249,cbow,0.7619047619047619,0.8115942028985508,0.6784140969162996,0.7549019607843137,0.7619047619047619,0.8115942028985508
349,tech,../dataset/NewsArticles/tech/245.txt,28,724,11,317,cbow,0.7219512195121951,0.7326732673267327,0.6644518272425249,0.6968641114982579,0.7170731707317073,0.7277227722772277
350,tech,../dataset/NewsArticles/tech/090.txt,43,736,23,444,cbow,0.7647058823529411,0.9454545454545454,0.6868131868131868,0.8865248226950354,0.7598039215686274,0.9393939393939394
351,tech,../dataset/NewsArticles/tech/084.txt,24,525,12,287,cbow,0.782051282051282,0.9242424242424242,0.7294117647058823,0.8773584905660378,0.782051282051282,0.9242424242424242
352,tech,../dataset/NewsArticles/tech/053.txt,18,429,9,178,cbow,0.780952380952381,0.8367346938775511,0.7197452229299363,0.8129496402877698,0.780952380952381,0.8367346938775511
353,tech,../dataset/NewsArticles/tech/047.txt,17,327,8,157,cbow,0.6826923076923077,0.8068181818181818,0.6013986013986014,0.7413793103448276,0.6826923076923077,0.8068181818181818
354,tech,../dataset/NewsArticles/tech/127.txt,19,377,9,216,cbow,0.7445255474452555,0.918918918918919,0.671957671957672,0.8410596026490066,0.7445255474452555,0.918918918918919
