,cat,file,text_sentence_count,text_word_count,summary_sentence_count,summary_word_count,model,rouge_1_p,rouge_1_r,rouge_2_p,rouge_2_r,rouge_L_p,rouge_L_r
225,sport,../dataset/NewsArticles/sport/211.txt,17,356,8,182,cbow,0.6120689655172413,0.5725806451612904,0.4269005847953216,0.46794871794871795,0.5948275862068966,0.5564516129032258
226,sport,../dataset/NewsArticles/sport/205.txt,12,349,6,237,cbow,0.5033557046979866,0.9036144578313253,0.40540540540540543,0.8411214953271028,0.5033557046979866,0.9036144578313253
227,sport,../dataset/NewsArticles/sport/239.txt,7,149,4,88,cbow,0.5483870967741935,0.7083333333333334,0.425,0.5964912280701754,0.5483870967741935,0.7083333333333334
228,sport,../dataset/NewsArticles/sport/220.txt,7,142,4,94,cbow,0.7058823529411765,0.8275862068965517,0.6136363636363636,0.7714285714285715,0.7058823529411765,0.8275862068965517
229,sport,../dataset/NewsArticles/sport/234.txt,11,211,6,142,cbow,0.8214285714285714,0.9857142857142858,0.7804878048780488,0.96,0.8214285714285714,0.9857142857142858
230,sport,../dataset/NewsArticles/sport/208.txt,26,434,12,217,cbow,0.7185185185185186,0.751937984496124,0.5612244897959183,0.5882352941176471,0.7037037037037037,0.7364341085271318
231,sport,../dataset/NewsArticles/sport/022.txt,14,231,8,185,cbow,0.5609756097560976,0.9324324324324325,0.5229885057471264,0.883495145631068,0.5609756097560976,0.9324324324324325
232,sport,../dataset/NewsArticles/sport/036.txt,10,224,5,139,cbow,0.7745098039215687,0.9875,0.6870229007633588,0.967741935483871,0.7745098039215687,0.9875
233,sport,../dataset/NewsArticles/sport/195.txt,23,427,11,230,cbow,0.816793893129771,0.8629032258064516,0.6875,0.7647058823529411,0.8091603053435115,0.8548387096774194
234,sport,../dataset/NewsArticles/sport/181.txt,27,524,12,248,cbow,0.8851351351351351,0.9290780141843972,0.8177777777777778,0.8932038834951457,0.8851351351351351,0.9290780141843972
235,sport,../dataset/NewsArticles/sport/156.txt,14,299,7,158,cbow,0.7156862745098039,0.7604166666666666,0.6408450704225352,0.728,0.7156862745098039,0.7604166666666666
236,sport,../dataset/NewsArticles/sport/142.txt,21,433,9,194,cbow,0.8198198198198198,0.7913043478260869,0.7588235294117647,0.7413793103448276,0.8198198198198198,0.7913043478260869
237,sport,../dataset/NewsArticles/sport/397.txt,25,457,11,250,cbow,0.8098591549295775,0.8156028368794326,0.7358490566037735,0.7323943661971831,0.8098591549295775,0.8156028368794326
238,sport,../dataset/NewsArticles/sport/383.txt,25,548,11,273,cbow,0.8092485549132948,0.9150326797385621,0.7335907335907336,0.867579908675799,0.8034682080924855,0.9084967320261438
239,sport,../dataset/NewsArticles/sport/354.txt,30,527,16,319,cbow,0.7684210526315789,0.9605263157894737,0.684931506849315,0.9009009009009009,0.7684210526315789,0.9605263157894737
240,sport,../dataset/NewsArticles/sport/432.txt,15,257,7,155,cbow,0.7102803738317757,0.8941176470588236,0.6126760563380281,0.8285714285714286,0.7102803738317757,0.8941176470588236
241,sport,../dataset/NewsArticles/sport/426.txt,19,338,9,245,cbow,0.46875,0.8152173913043478,0.39622641509433965,0.75,0.46875,0.8152173913043478
242,sport,../dataset/NewsArticles/sport/340.txt,26,460,12,223,cbow,0.7857142857142857,0.9090909090909091,0.7294685990338164,0.8531073446327684,0.7785714285714286,0.9008264462809917
243,sport,../dataset/NewsArticles/sport/368.txt,28,741,13,341,cbow,0.9014778325123153,0.9104477611940298,0.8443708609271523,0.864406779661017,0.9014778325123153,0.9104477611940298
244,sport,../dataset/NewsArticles/sport/369.txt,10,225,5,121,cbow,0.8941176470588236,0.987012987012987,0.8518518518518519,0.9787234042553191,0.8941176470588236,0.987012987012987
245,sport,../dataset/NewsArticles/sport/427.txt,15,225,7,131,cbow,0.6222222222222222,0.7777777777777778,0.5726495726495726,0.7204301075268817,0.6222222222222222,0.7777777777777778
246,sport,../dataset/NewsArticles/sport/341.txt,11,226,6,142,cbow,0.6407766990291263,0.8148148148148148,0.5661764705882353,0.8020833333333334,0.6407766990291263,0.8148148148148148
247,sport,../dataset/NewsArticles/sport/355.txt,13,298,7,181,cbow,0.7421875,0.8715596330275229,0.6473988439306358,0.8175182481751825,0.7421875,0.8715596330275229
248,sport,../dataset/NewsArticles/sport/433.txt,17,358,8,197,cbow,0.48,0.6593406593406593,0.3804347826086957,0.5343511450381679,0.48,0.6593406593406593
249,sport,../dataset/NewsArticles/sport/382.txt,20,443,9,223,cbow,0.4489795918367347,0.528,0.3096446700507614,0.3674698795180723,0.42857142857142855,0.504
250,sport,../dataset/NewsArticles/sport/396.txt,18,370,9,200,cbow,0.7218045112781954,0.7868852459016393,0.6108108108108108,0.7243589743589743,0.7218045112781954,0.7868852459016393
251,sport,../dataset/NewsArticles/sport/143.txt,9,153,5,112,cbow,0.7407407407407407,0.967741935483871,0.6990291262135923,0.9473684210526315,0.7407407407407407,0.967741935483871
252,sport,../dataset/NewsArticles/sport/157.txt,20,316,8,178,cbow,0.7950819672131147,0.8434782608695652,0.672514619883041,0.7615894039735099,0.7950819672131147,0.8434782608695652
253,sport,../dataset/NewsArticles/sport/180.txt,29,658,12,367,cbow,0.7391304347826086,0.8095238095238095,0.686046511627907,0.7588424437299035,0.7260869565217392,0.7952380952380952
254,sport,../dataset/NewsArticles/sport/194.txt,9,155,5,97,cbow,0.8275862068965517,0.9795918367346939,0.7142857142857143,0.9375,0.8275862068965517,0.9795918367346939
255,sport,../dataset/NewsArticles/sport/037.txt,15,285,7,171,cbow,0.7678571428571429,0.9148936170212766,0.7,0.8818897637795275,0.7678571428571429,0.9148936170212766
256,sport,../dataset/NewsArticles/sport/023.txt,21,414,10,232,cbow,0.7092198581560284,0.7352941176470589,0.5913461538461539,0.640625,0.7092198581560284,0.7352941176470589
257,sport,../dataset/NewsArticles/sport/209.txt,16,342,8,220,cbow,0.5928571428571429,0.7685185185185185,0.465,0.6241610738255033,0.5857142857142857,0.7592592592592593
258,sport,../dataset/NewsArticles/sport/235.txt,48,799,24,479,cbow,0.6814814814814815,0.8679245283018868,0.6165919282511211,0.8064516129032258,0.6814814814814815,0.8679245283018868
259,sport,../dataset/NewsArticles/sport/221.txt,9,218,5,148,cbow,0.4897959183673469,0.7741935483870968,0.3597122302158273,0.6578947368421053,0.4897959183673469,0.7741935483870968
260,sport,../dataset/NewsArticles/sport/237.txt,11,189,6,98,cbow,0.7638888888888888,0.7638888888888888,0.7176470588235294,0.7261904761904762,0.7638888888888888,0.7638888888888888
261,sport,../dataset/NewsArticles/sport/223.txt,22,415,10,209,cbow,0.9262295081967213,0.9826086956521739,0.865979381443299,0.9491525423728814,0.9262295081967213,0.9826086956521739
262,sport,../dataset/NewsArticles/sport/035.txt,17,314,8,172,cbow,0.7368421052631579,0.865979381443299,0.6459627329192547,0.8253968253968254,0.7368421052631579,0.865979381443299
263,sport,../dataset/NewsArticles/sport/021.txt,13,272,7,182,cbow,0.7295081967213115,0.8811881188118812,0.6463414634146342,0.8548387096774194,0.7295081967213115,0.8811881188118812
